iter	Logloss
167	0.3468269484
168	0.3464653707
169	0.3463114703
170	0.3461306094
171	0.346038886
172	0.3458221977
173	0.3455752996
174	0.3450685855
175	0.3445822305
176	0.3442906604
177	0.3439778558
178	0.3436660908
179	0.3434203254
180	0.343063541
181	0.3428405194
182	0.3425396296
183	0.3423090938
184	0.3421733455
185	0.3420060745
186	0.3417902536
187	0.3415220308
188	0.3410408328
189	0.3408573538
190	0.3405591102
191	0.3403984012
192	0.3400694492
193	0.3399191339
194	0.3397464763
195	0.3395111651
196	0.3392047997
197	0.3390114888
198	0.3389238668
199	0.3385113487
200	0.3381095378
201	0.3380075617
202	0.3377856282
203	0.3374925474
204	0.3372509304
205	0.3370739355
206	0.3368663838
207	0.3367034987
208	0.3364116045
209	0.3362107187
210	0.3359485499
211	0.3356975896
212	0.3354028357
213	0.3353270206
214	0.3351705851
215	0.3348091173
216	0.3343641537
217	0.3341729913
218	0.3340419383
219	0.3339040603
220	0.3338080171
221	0.3335526694
222	0.3334325134
223	0.3331696311
224	0.3329753369
225	0.332694857
226	0.3322439854
227	0.332018258
228	0.3317929709
229	0.3316052736
230	0.3314466497
231	0.3310907529
232	0.3309565142
233	0.3305567168
234	0.3303507336
235	0.3301875624
236	0.3300737309
237	0.3299348926
238	0.3296136462
239	0.3294477349
240	0.3293683209
241	0.3289827228
242	0.3288906946
243	0.3287163091
244	0.3284249386
245	0.3283085297
246	0.3280973841
247	0.3279577008
248	0.3277573878
249	0.3275702822
250	0.3273790185
251	0.3272848128
252	0.326991687
253	0.3268627527
254	0.3267264217
255	0.326661351
256	0.3263268581
257	0.3261975795
258	0.3260646542
259	0.3258122765
260	0.3256953886
261	0.325487305
262	0.3253396955
263	0.3250859843
264	0.3249788429
265	0.3247820044
266	0.3245287137
267	0.3243275345
268	0.3240553096
269	0.3237846662
270	0.3236805112
271	0.3235435207
272	0.3234941427
273	0.3233498307
274	0.323061651
275	0.32275878
276	0.3225151549
277	0.3224409641
278	0.3223217702
279	0.3220219325
280	0.3217333622
281	0.3216693948
282	0.3214954374
283	0.3213674933
284	0.3211641737
285	0.3210715179
286	0.320995471
287	0.3209192032
288	0.3208524869
289	0.3208080204
290	0.3207011041
291	0.3205120019
292	0.3203990685
293	0.320098173
294	0.3198724007
295	0.3197439353
296	0.3195679507
297	0.3195246098
298	0.319456711
299	0.3193577274
300	0.3190465325
301	0.3188038592
302	0.3187243056
303	0.3186231633
304	0.3185734474
305	0.3185146247
306	0.3184284713
307	0.3183893601
308	0.3183481268
309	0.3182804922
310	0.3181013738
311	0.318069582
312	0.3180259485
313	0.3179490317
314	0.3177985104
315	0.3175991564
316	0.3175248119
317	0.3174023271
318	0.3170324055
319	0.3170096818
320	0.3168584914
321	0.3167554631
322	0.3163588723
323	0.316036142
324	0.3159004524
325	0.3158634049
326	0.3156338597
327	0.3154772277
328	0.3153362577
329	0.3152705395
330	0.3150686017
331	0.3149727236
332	0.3147631282
333	0.3146427969
334	0.3145259566
335	0.3144162596
336	0.3143354582
337	0.314268452
338	0.313984983
339	0.31383975
340	0.3137769896
341	0.3136839961
342	0.3133176377
343	0.3132235991
344	0.313105174
345	0.3130297279
346	0.3129366223
347	0.3128521789
348	0.3126800267
349	0.3126578413
350	0.3125809037
351	0.3125095292
352	0.3121909039
353	0.3120817708
354	0.3119793752
355	0.3119370303
356	0.3118054321
357	0.3116516711
358	0.3115059026
359	0.3113855472
360	0.3110942282
361	0.3110601483
362	0.3108606499
363	0.3107009123
364	0.3105802651
365	0.3105165483
366	0.3104016224
367	0.310236913
368	0.3100497801
369	0.309885658
370	0.3098544247
371	0.3096842727
372	0.3096279488
373	0.3095551602
374	0.3095102638
375	0.3094757284
376	0.3094656929
377	0.3092967328
378	0.3092281412
379	0.3090414557
380	0.3089081871
381	0.3088209592
382	0.3087926083
383	0.3087617015
384	0.3087023574
385	0.3085392866
386	0.3082113209
387	0.3081608802
388	0.3080779606
389	0.3080027748
390	0.3079785152
391	0.3079271994
392	0.3078902657
393	0.3078294104
394	0.3075493592
395	0.3074778686
396	0.3073112184
397	0.3072662226
398	0.3070323368
399	0.3069686978
400	0.30673781
401	0.3065987628
402	0.3065045133
403	0.306390978
404	0.3063618813
405	0.3062749643
406	0.306263364
407	0.3061063495
408	0.306038981
409	0.3057516363
410	0.3056776101
411	0.305590053
412	0.3053434962
413	0.3052190146
414	0.3051167402
415	0.305094689
416	0.3050635393
417	0.3048317275
418	0.3047199071
419	0.3046547061
420	0.304476024
421	0.3044259123
422	0.3043966007
423	0.3041587207
424	0.3041299568
425	0.3039764832
426	0.3038786945
427	0.303854564
428	0.3037129105
429	0.3036265219
430	0.303580643
431	0.3035670551
432	0.3034436776
433	0.3033424257
434	0.3031018244
435	0.3030639167
436	0.3029876865
437	0.3028672307
438	0.3026321624
439	0.3025226908
440	0.3023296567
441	0.3021895966
442	0.3021616447
443	0.3020791407
444	0.3019703112
445	0.3019029417
446	0.3017304658
447	0.3015769984
448	0.3014300742
449	0.3012923543
450	0.3010238092
451	0.3009131518
452	0.3007333438
453	0.3006240913
454	0.3005852224
455	0.300557188
456	0.3004366201
457	0.3003671678
458	0.3002664526
459	0.3002541855
460	0.300149732
461	0.3000947824
462	0.29997951
463	0.2996705288
464	0.2996238056
465	0.2993942747
466	0.2992585991
467	0.2991821124
468	0.2989744866
469	0.2988871064
470	0.2988244842
471	0.2987452226
472	0.2986827224
473	0.298638255
474	0.2983337752
475	0.2982550787
476	0.2982252166
477	0.2980550167
478	0.2977880678
479	0.2976901874
480	0.2976601098
481	0.2974497973
482	0.2973378966
483	0.2972193895
484	0.296966787
485	0.2968021523
486	0.2966960028
487	0.2965187743
488	0.2962360265
489	0.2960032192
490	0.2958495458
491	0.29583258
492	0.2957020921
493	0.2956126666
494	0.2954672824
495	0.2953438877
496	0.2953266999
497	0.2951484403
498	0.2951100499
499	0.2950518907
500	0.2950040789
501	0.2949720858
502	0.294955721
503	0.2949153875
504	0.294787347
505	0.294746061
506	0.2947113546
507	0.2946719319
508	0.2945984117
509	0.2944337143
510	0.2943721166
511	0.2943315297
512	0.2943212497
513	0.2941719325
514	0.293973702
515	0.2939090447
516	0.2934876645
517	0.2933286083
518	0.2932218384
519	0.2931671324
520	0.293160342
521	0.2929959132
522	0.2929558069
523	0.2928722898
524	0.2928338355
525	0.2927806968
526	0.2927631092
527	0.2927162364
528	0.2924334317
529	0.2921854119
530	0.2920030547
531	0.2919696696
532	0.2919620078
533	0.2917100759
534	0.2914830845
535	0.2914615921
536	0.2913965684
537	0.2913079659
538	0.2912916194
539	0.2912275276
540	0.2911804263
541	0.2911427527
542	0.291045335
543	0.2909279633
544	0.2907628714
545	0.2906158025
546	0.2905857085
547	0.2905508087
548	0.2903983009
549	0.2902857325
550	0.290259183
551	0.2901702352
552	0.290128029
553	0.2900768005
554	0.2900368738
555	0.2898589775
556	0.2898375099
557	0.2897000818
558	0.2896829195
559	0.2895338263
560	0.2893728794
561	0.2892929662
562	0.2890653312
563	0.288830231
564	0.2888184337
565	0.2887682357
566	0.2886587545
567	0.288528493
568	0.2884944352
569	0.2882905436
570	0.2879997402
571	0.2877622814
572	0.2876927541
573	0.2876784928
574	0.2875995338
575	0.2875872659
576	0.2875328102
577	0.2874133109
578	0.287276486
579	0.2870364801
580	0.2869351499
581	0.2869329795
582	0.286871707
583	0.286470175
584	0.2864025465
585	0.2861885297
586	0.2860239852
587	0.2858107996
588	0.2855158573
589	0.2853803245
590	0.2853785111
591	0.2852878155
592	0.2851435313
593	0.2849934057
594	0.2848158066
595	0.2847000031
596	0.2844467617
597	0.284269113
598	0.2841974305
599	0.2839817273
600	0.2836235101
601	0.2832659825
602	0.283235213
603	0.2830255931
604	0.282638361
605	0.2824911997
606	0.2824002827
607	0.2820415192
608	0.2820274878
609	0.2819100241
610	0.2817581716
611	0.2817234845
612	0.2817060958
613	0.2816174422
614	0.2813979552
615	0.2813317479
616	0.2811104519
617	0.2810214997
618	0.2807582927
619	0.2807150562
620	0.2805279118
621	0.2804505811
622	0.2801694694
623	0.2800817683
624	0.2799275071
625	0.2798753476
626	0.2798488924
627	0.2794576459
628	0.2792073835
629	0.279178272
630	0.278843345
631	0.2785390708
632	0.2783427329
633	0.2783128646
634	0.2779806263
635	0.2777703055
636	0.2776186851
637	0.2775371313
638	0.2773890207
639	0.277204156
640	0.2770007188
641	0.2767779259
642	0.2765556092
643	0.2763907735
644	0.2761224192
645	0.2759475789
646	0.2757353394
647	0.275630562
648	0.2754555469
649	0.2753230987
650	0.2752327613
651	0.2750610358
652	0.2750115478
653	0.2747793021
654	0.2746051254
655	0.2744735467
656	0.2743978202
657	0.2743525612
658	0.2741891118
659	0.2740199938
660	0.2736849464
661	0.2735504026
662	0.2732447913
663	0.2730835643
664	0.2727700073
665	0.2725376261
666	0.2722767907
667	0.2721285527
668	0.2719155008
669	0.2716318157
670	0.2714153658
671	0.2712861123
672	0.2710932108
673	0.2709826266
674	0.2706286389
675	0.2705849516
676	0.2702871519
677	0.270140541
678	0.2699046291
679	0.2696616854
680	0.2695752823
681	0.2693284558
682	0.2690036089
683	0.268889442
684	0.2688262809
685	0.2685978926
686	0.2683538518
687	0.2681612597
688	0.2680075638
689	0.2678099371
690	0.2675910792
691	0.2673919349
692	0.2670473525
693	0.2669248839
694	0.2666279997
695	0.2664484114
696	0.2663679402
697	0.266249401
698	0.2660037401
699	0.2658592023
700	0.2656043863
701	0.2652952432
702	0.2651117142
703	0.2649692353
704	0.2649608909
705	0.2648040037
706	0.2647823573
707	0.264576522
708	0.2642683167
709	0.2640053819
710	0.2636894963
711	0.263578933
712	0.2634076111
713	0.2631606585
714	0.262885754
715	0.262829563
716	0.2625234458
717	0.2623207628
718	0.2620075997
719	0.2617647516
720	0.2615427978
721	0.2614143624
722	0.2612944907
723	0.2611538024
724	0.2610093989
725	0.2607509989
726	0.2606937291
727	0.2605875028
728	0.2604337252
729	0.2604302376
730	0.2603814979
731	0.2603082797
732	0.2602711878
733	0.2601404564
734	0.2601365401
735	0.2600000396
736	0.2597513099
737	0.2595152818
738	0.259323786
739	0.2593022731
740	0.2590045023
741	0.25879222
742	0.2585514771
743	0.2583119084
744	0.2581610955
745	0.2579946679
746	0.2577674509
747	0.2575936056
748	0.2574117147
749	0.257252375
750	0.2570938541
751	0.2568625252
752	0.2566203221
753	0.2563568078
754	0.2562854359
755	0.2561362546
756	0.2559977794
757	0.2558340478
758	0.2557226918
759	0.2554936925
760	0.2553654871
761	0.255144543
762	0.2550288686
763	0.2548494597
764	0.254679921
765	0.2544412076
766	0.2542205864
767	0.2540022612
768	0.2538685731
769	0.2536064687
770	0.2534638699
771	0.2533142844
772	0.2531410883
773	0.2528657103
774	0.2527027861
775	0.2525536599
776	0.2523798167
777	0.2522288185
778	0.2520371089
779	0.2518373842
780	0.2517317964
781	0.2515018462
782	0.2513558483
783	0.2511109168
784	0.2510470408
785	0.2508947045
786	0.2507103954
787	0.2504707375
788	0.2503674225
789	0.2501507595
790	0.2500087654
791	0.2499386812
792	0.2497494025
793	0.2496186007
794	0.2493955652
795	0.249391658
796	0.2492312349
797	0.2490454491
798	0.2489283771
799	0.2487605082
800	0.2485582475
801	0.2484845537
802	0.2483937711
803	0.2482766633
804	0.2480926288
805	0.2480395467
806	0.2478406326
807	0.2476621046
808	0.2474489519
809	0.2472235662
810	0.247060929
811	0.2469997876
812	0.2469508077
813	0.2467126281
814	0.2465704659
815	0.2463835493
816	0.2461850228
817	0.2460216028
818	0.2459059579
819	0.2458105207
820	0.2455888122
821	0.2454715971
822	0.2453452773
823	0.2451960201
824	0.2449421791
825	0.2447969544
826	0.2445594529
827	0.2443566957
828	0.2441978849
829	0.2441370427
830	0.243996248
831	0.2438057695
832	0.243669635
833	0.2435821903
834	0.2434338524
835	0.2432364758
836	0.2431980732
837	0.24310907
838	0.2429355757
839	0.2426609318
840	0.2426444325
841	0.2423157233
842	0.2422356274
843	0.2421127367
844	0.2420289823
845	0.2418899941
846	0.2418143576
847	0.2417029937
848	0.2416598103
849	0.2414735672
850	0.2412250334
851	0.2410329163
852	0.2408456707
853	0.2406719164
854	0.2406401049
855	0.2405889928
856	0.2404588068
857	0.240384165
858	0.2403501536
859	0.2402707117
860	0.2401768389
861	0.2399946183
862	0.2399496128
863	0.2399292461
864	0.2398410974
865	0.2397010171
866	0.239680979
867	0.2395635751
868	0.2395168246
869	0.2394239201
870	0.2392975518
871	0.2391979296
872	0.239020602
873	0.238990583
874	0.2388555317
875	0.2387597457
876	0.2386017082
877	0.2385081448
878	0.2384004473
879	0.2382790895
880	0.2382602977
881	0.2380880336
882	0.2379181091
883	0.2377534654
884	0.2376554655
885	0.2375960671
886	0.2375134782
887	0.23741137
888	0.237305808
889	0.2372423006
890	0.2370744482
891	0.236903639
892	0.2368891076
893	0.23673376
894	0.2366734246
895	0.2366106711
896	0.2365214889
897	0.2364820091
898	0.2364184778
899	0.2363646117
900	0.2362576821
901	0.2361700326
902	0.2360439672
903	0.235928373
904	0.2358529525
905	0.2357928162
906	0.2356555248
907	0.2355666564
908	0.2354967805
909	0.2353067373
910	0.2352644549
911	0.235098585
912	0.2348283657
913	0.2346896322
914	0.2344933932
915	0.2344485992
916	0.2343365194
917	0.2340900553
918	0.2340099707
919	0.2339923431
920	0.2338328491
921	0.2335708329
922	0.2334987877
923	0.2334434337
924	0.2333145252
925	0.2332305139
926	0.2330529465
927	0.2328432533
928	0.2327623274
929	0.2326720108
930	0.2326247791
931	0.2326112117
932	0.2325173724
933	0.2324632041
934	0.2323947125
935	0.2322896284
936	0.2322479813
937	0.2321809415
938	0.2320760883
939	0.2320523378
940	0.2319612273
941	0.2318062376
942	0.2317237105
943	0.2315527661
944	0.2313590031
945	0.2312493234
946	0.231216145
947	0.2310923317
948	0.2309524143
949	0.2308999192
950	0.2308581386
951	0.2307572039
952	0.2307113626
953	0.2306668905
954	0.2306121265
955	0.2305606764
956	0.2304701894
957	0.2303461205
958	0.23031033
959	0.230108248
960	0.2299055618
961	0.2298560496
962	0.2296775407
963	0.2295201273
964	0.2294828268
965	0.2294328665
966	0.2293103954
967	0.2292381091
968	0.229153818
969	0.2291177682
970	0.2289333954
971	0.2288979861
972	0.2288177171
973	0.2287548639
974	0.2286255442
975	0.2285148943
976	0.2284016568
977	0.2283539254
978	0.2283264504
979	0.2282701909
980	0.2281639975
981	0.2280454243
982	0.2280288819
983	0.2279135301
984	0.2278467825
985	0.2277577323
986	0.2276534195
987	0.2276069667
988	0.2274968852
989	0.2274544857
990	0.2272065418
991	0.2271516043
992	0.2270347989
993	0.2269808441
994	0.2267330726
995	0.2266136492
996	0.2263904717
997	0.2263281202
998	0.2262122588
999	0.2261675176
