iter	Passed	Remaining
469	1159	1307
470	1161	1304
471	1162	1300
472	1164	1297
473	1166	1294
474	1168	1290
475	1169	1287
476	1171	1284
477	1173	1281
478	1175	1278
479	1176	1274
480	1178	1271
481	1180	1268
482	1182	1265
483	1183	1261
484	1185	1258
485	1187	1255
486	1188	1252
487	1190	1249
488	1192	1245
489	1194	1242
490	1195	1239
491	1197	1236
492	1199	1233
493	1200	1229
494	1202	1226
495	1204	1223
496	1206	1220
497	1207	1217
498	1209	1214
499	1211	1211
500	1212	1208
501	1214	1205
502	1215	1201
503	1217	1198
504	1219	1195
505	1221	1192
506	1223	1189
507	1225	1186
508	1227	1183
509	1228	1180
510	1230	1177
511	1232	1174
512	1234	1171
513	1236	1168
514	1237	1165
515	1239	1162
516	1241	1160
517	1243	1157
518	1245	1154
519	1247	1151
520	1248	1148
521	1250	1145
522	1252	1142
523	1254	1139
524	1255	1136
525	1257	1133
526	1259	1130
527	1261	1127
528	1262	1124
529	1264	1121
530	1266	1118
531	1268	1115
532	1269	1112
533	1271	1109
534	1273	1106
535	1275	1103
536	1276	1100
537	1278	1097
538	1280	1095
539	1282	1092
540	1284	1089
541	1285	1086
542	1287	1083
543	1289	1080
544	1290	1077
545	1292	1074
546	1294	1072
547	1296	1069
548	1297	1066
549	1299	1063
550	1301	1060
551	1303	1057
552	1304	1054
553	1306	1051
554	1308	1048
555	1309	1046
556	1311	1043
557	1313	1040
558	1314	1037
559	1316	1034
560	1319	1032
561	1321	1029
562	1323	1026
563	1324	1024
564	1326	1021
565	1328	1018
566	1330	1015
567	1331	1012
568	1333	1010
569	1335	1007
570	1337	1004
571	1339	1002
572	1341	999
573	1343	996
574	1345	994
575	1347	991
576	1349	989
577	1350	986
578	1352	983
579	1354	981
580	1356	978
581	1357	975
582	1359	972
583	1361	970
584	1363	967
585	1365	964
586	1367	962
587	1369	959
588	1371	957
589	1373	954
590	1374	951
591	1376	948
592	1378	946
593	1380	943
594	1382	941
595	1384	938
596	1386	935
597	1388	933
598	1390	930
599	1392	928
600	1394	925
601	1396	923
602	1398	920
603	1399	917
604	1401	915
605	1403	912
606	1405	910
607	1407	907
608	1408	904
609	1410	901
610	1412	899
611	1414	896
612	1416	894
613	1418	891
614	1420	889
615	1422	886
616	1423	883
617	1425	881
618	1427	878
619	1429	876
620	1431	873
621	1433	871
622	1435	868
623	1437	866
624	1439	863
625	1441	860
626	1443	858
627	1444	855
628	1446	853
629	1448	850
630	1450	848
631	1452	845
632	1454	843
633	1456	840
634	1457	837
635	1459	835
636	1461	832
637	1462	830
638	1464	827
639	1466	824
640	1467	822
641	1469	819
642	1471	816
643	1473	814
644	1474	811
645	1476	809
646	1478	806
647	1480	803
648	1481	801
649	1483	798
650	1485	796
651	1487	793
652	1488	791
653	1490	788
654	1492	786
655	1494	783
656	1495	780
657	1497	778
658	1499	775
659	1500	773
660	1502	770
661	1504	768
662	1506	765
663	1507	763
664	1509	760
665	1511	757
666	1513	755
667	1514	752
668	1516	750
669	1518	747
670	1519	745
671	1521	742
672	1523	740
673	1525	737
674	1526	735
675	1528	732
676	1530	730
677	1532	727
678	1533	725
679	1535	722
680	1537	720
681	1539	717
682	1540	715
683	1542	712
684	1544	710
685	1546	707
686	1547	705
687	1549	702
688	1551	700
689	1553	697
690	1554	695
691	1556	692
692	1558	690
693	1559	687
694	1561	685
695	1563	682
696	1565	680
697	1566	677
698	1568	675
699	1570	672
700	1571	670
701	1573	668
702	1575	665
703	1577	663
704	1578	660
705	1580	658
706	1582	655
707	1584	653
708	1585	650
709	1587	648
710	1589	646
711	1590	643
712	1592	641
713	1594	638
714	1596	636
715	1597	633
716	1599	631
717	1601	628
718	1603	626
719	1604	624
720	1606	621
721	1608	619
722	1610	616
723	1611	614
724	1613	611
725	1615	609
726	1616	607
727	1618	604
728	1620	602
729	1621	599
730	1623	597
731	1624	594
732	1626	592
733	1628	590
734	1629	587
735	1631	585
736	1632	582
737	1634	580
738	1636	577
739	1637	575
740	1639	573
741	1641	570
742	1643	568
743	1644	566
744	1646	563
745	1648	561
746	1650	558
747	1651	556
748	1653	554
749	1655	551
750	1657	549
751	1659	547
752	1660	544
753	1662	542
754	1664	540
755	1666	537
756	1667	535
757	1669	533
758	1671	530
759	1672	528
760	1674	525
761	1676	523
762	1678	521
763	1679	518
764	1681	516
765	1684	514
766	1686	512
767	1688	509
768	1689	507
769	1691	505
770	1693	503
771	1695	500
772	1697	498
773	1699	496
774	1701	494
775	1703	491
776	1706	489
777	1708	487
778	1712	485
779	1714	483
780	1716	481
781	1718	479
782	1721	476
783	1723	474
784	1725	472
785	1727	470
786	1729	467
787	1731	465
788	1733	463
789	1735	461
790	1737	458
791	1738	456
792	1741	454
793	1742	452
794	1745	449
795	1747	447
796	1749	445
797	1752	443
798	1754	441
799	1757	439
800	1759	437
801	1760	434
802	1762	432
803	1764	430
804	1766	428
805	1768	425
806	1770	423
807	1772	421
808	1774	419
809	1776	416
810	1779	414
811	1781	412
812	1783	410
813	1785	407
814	1787	405
815	1789	403
816	1791	401
817	1793	399
818	1796	396
819	1798	394
820	1800	392
821	1802	390
822	1804	388
823	1806	385
824	1809	383
825	1811	381
826	1813	379
827	1815	377
828	1818	375
829	1820	372
830	1822	370
831	1824	368
832	1826	366
833	1829	364
834	1831	361
835	1833	359
836	1836	357
837	1838	355
838	1840	353
839	1843	351
840	1845	348
841	1847	346
842	1850	344
843	1852	342
844	1854	340
845	1857	338
846	1859	335
847	1862	333
848	1864	331
849	1867	329
850	1870	327
851	1872	325
852	1874	323
853	1876	320
854	1879	318
855	1881	316
856	1883	314
857	1886	312
858	1888	309
859	1890	307
860	1892	305
861	1895	303
862	1897	301
863	1899	299
864	1902	296
865	1904	294
866	1906	292
867	1909	290
868	1911	288
869	1913	285
870	1915	283
871	1918	281
872	1920	279
873	1922	277
874	1924	274
875	1927	272
876	1929	270
877	1931	268
878	1933	266
879	1936	264
880	1938	261
881	1940	259
882	1943	257
883	1945	255
884	1947	253
885	1949	250
886	1952	248
887	1954	246
888	1957	244
889	1959	242
890	1962	240
891	1965	237
892	1967	235
893	1970	233
894	1972	231
895	1975	229
896	1977	227
897	1979	224
898	1982	222
899	1984	220
900	1986	218
901	1988	216
902	1990	213
903	1992	211
904	1995	209
905	1997	207
906	1999	204
907	2001	202
908	2003	200
909	2005	198
910	2008	196
911	2010	193
912	2012	191
913	2015	189
914	2017	187
915	2019	185
916	2021	183
917	2023	180
918	2025	178
919	2028	176
920	2030	174
921	2032	171
922	2034	169
923	2036	167
924	2039	165
925	2041	163
926	2043	160
927	2046	158
928	2048	156
929	2050	154
930	2053	152
931	2055	149
932	2057	147
933	2059	145
934	2062	143
935	2064	141
936	2066	138
937	2068	136
938	2070	134
939	2073	132
940	2075	130
941	2077	127
942	2080	125
943	2082	123
944	2084	121
945	2087	119
946	2089	116
947	2091	114
948	2094	112
949	2097	110
950	2100	108
951	2102	106
952	2104	103
953	2106	101
954	2109	99
955	2111	97
956	2114	94
957	2116	92
958	2118	90
959	2121	88
960	2123	86
961	2125	83
962	2127	81
963	2129	79
964	2131	77
965	2134	75
966	2136	72
967	2139	70
968	2141	68
969	2144	66
970	2146	64
971	2148	61
972	2150	59
973	2152	57
974	2155	55
975	2157	53
976	2159	50
977	2161	48
978	2164	46
979	2167	44
980	2169	42
981	2171	39
982	2173	37
983	2175	35
984	2178	33
985	2180	30
986	2182	28
987	2184	26
988	2186	24
989	2188	22
990	2191	19
991	2193	17
992	2196	15
993	2198	13
994	2201	11
995	2204	8
996	2206	6
997	2208	4
998	2211	2
999	2213	0
